,smile,pld,name,npz
4032,[O-]C(=O)c1cc(OCc2ccccc2)cc(c1)C(=O)[O-].[O]c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)C1=CC=C([C]=C1)c1ccncc1.n1ccc(cc1)c1ccc(cc1)c1ccncc1,4.12707,YORGOD_clean,voxels_50/YORGOD_clean-(id_868).npz
4033,[O-]C(=O)c1cc(Oc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],5.54861,FUDGES_clean,voxels_50/FUDGES_clean-(id_11875).npz
4034,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Tb].[Zn],3.64592,ELUJEC_clean,voxels_50/ELUJEC_clean-(id_11894).npz
4035,[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],4.643,INASAT_clean,voxels_50/INASAT_clean-(id_3295).npz
4038,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[Zn],10.590185,WIZDEP_clean,voxels_50/WIZDEP_clean-(id_7581).npz
4048,[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1C(=O)O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.07573,APACAX_clean,voxels_50/APACAX_clean-(id_13604).npz
4049,[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[O-][C]=O.[Zn],5.74054,NUFBUN_clean,voxels_50/NUFBUN_clean-(id_7851).npz
4050,[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],5.595173333,NUFCAU_clean,voxels_50/NUFCAU_clean-(id_5023).npz
4053,[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],7.20147,YOCDUR_clean,voxels_50/YOCDUR_clean-(id_544).npz
4054,[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)N1[CH]C2C3[CH]N1[CH]N23,3.58774,TOFLIL_clean,voxels_50/TOFLIL_clean-(id_2443).npz
4055,[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-].[Zn],3.40802,OKELOH_clean,voxels_50/OKELOH_clean-(id_7289).npz
4056,[O-]C(=O)c1cc(c2cccc(c2)C(=O)[O-])c(cc1c1cccc(c1)C(=O)[O-])C(=O)[O-].[OH].[Zn],2.49551,IREKUN_clean,voxels_50/IREKUN_clean-(id_9991).npz
4057,[O-]C(=O)c1cc(c2cccc(c2)C(=O)[O-])c(cc1c1cccc(c1)C(=O)[O-])C(=O)[O-].[Zn],3.48029,IRELAU_clean,voxels_50/IRELAU_clean-(id_2035).npz
4058,[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],3.33271,KUNLEL_clean,voxels_50/KUNLEL_clean-(id_6282).npz
4059,[O-]C(=O)c1cc(cc(c1)C(=O)O)[C]1N[N]C(=N1)c1cc(cc(c1)C(=O)O)C(=O)[O-].[Zn],3.27288,OKIMAY_clean,voxels_50/OKIMAY_clean-(id_14483).npz
4060,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)Cn1ccnc1c1ccccn1.[Zn],3.81,KUNWEW_clean,voxels_50/KUNWEW_clean-(id_11632).npz
4061,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[Zn],5.06,CADPII_clean,voxels_50/CADPII_clean-(id_8437).npz
4062,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O].[Zn],3.82,PEJPIF_charged,voxels_50/PEJPIF_charged-(id_1173).npz
4063,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.167500435,VEHKAW_charged,voxels_50/VEHKAW_charged-(id_1248).npz
4086,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].c1ccc2c(c1)[nH]c(n2)CCc1nc2c([nH]1)cccc2,3.37005,REFMEW_clean,voxels_50/REFMEW_clean-(id_93).npz
4087,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)c1cc(cc(c1)n1cncc1)n1cncc1,3.64569,PUWVAG_clean,voxels_50/PUWVAG_clean-(id_7658).npz
4088,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1cnc2n1cccc2,2.58689,QOJYEV_clean,voxels_50/QOJYEV_clean-(id_5893).npz
4089,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].n1ccnc(c1)C1=NN=C([N]1)c1nccnc1,4.34,HICVOG_clean,voxels_50/HICVOG_clean-(id_6593).npz
4090,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)[O-].[Zn],4.5384,FOMWOV_clean,voxels_50/FOMWOV_clean-(id_5271).npz
4091,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1[CH]C=C(C=C1)c1ccncc1.[Zn],3.23981,QAKFIU_clean,voxels_50/QAKFIU_clean-(id_2391).npz
4092,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.01898,JUXFOZ_clean,voxels_50/JUXFOZ_clean-(id_6986).npz
4093,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O]O[C]C1(OO1)c1cc(cc(c1)c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)C1([C]O[O])OO1)C(=O)[O-])C(=O)[O-].[Zn],5.57292,YOGKEM_clean,voxels_50/YOGKEM_clean-(id_6528).npz
4094,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],6.4,TATPOV_clean,voxels_50/TATPOV_clean-(id_5942).npz
4095,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.971615,FIZPOV_clean,voxels_50/FIZPOV_clean-(id_9088).npz
4097,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],3.27064,FESBEM_clean,voxels_50/FESBEM_clean-(id_4037).npz
4098,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)O)C(=O)[O-].[Zn],4.83457,GUFXEM_clean,voxels_50/GUFXEM_clean-(id_5412).npz
4101,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.3391925,HAQRID_clean,voxels_50/HAQRID_clean-(id_6024).npz
4105,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.43,QUQFIS_clean,voxels_50/QUQFIS_clean-(id_3113).npz
4106,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.07098,cg501012e_si_002_clean,voxels_50/cg501012e_si_002_clean-(id_5046).npz
4107,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(ccc1C(=O)[O-])C(=O)[O-].[Zn],8.18722,XUFWOM_clean,voxels_50/XUFWOM_clean-(id_12270).npz
4108,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],4.45805,NUCPEI_clean,voxels_50/NUCPEI_clean-(id_14154).npz
4109,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.95019,DURDAX_clean,voxels_50/DURDAX_clean-(id_13010).npz
4110,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],5.81,ALANAD_clean,voxels_50/ALANAD_clean-(id_9210).npz
4111,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1c(C)nnc1c1ncccn1.[Zn],3.69208,TUMDAI_clean,voxels_50/TUMDAI_clean-(id_234).npz
4112,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1c(C)nnc1c1nccnc1.[Zn],3.35997,TUMREA_clean,voxels_50/TUMREA_clean-(id_10120).npz
4113,[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-].[O].[Zn],4.25008,IYOQAQ_clean,voxels_50/IYOQAQ_clean-(id_9284).npz
4114,[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-].[Zn],2.88043,NAHGUB_clean,voxels_50/NAHGUB_clean-(id_5982).npz
4115,[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)O.[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-].[Zn],2.97459,MAGBIH_clean,voxels_50/MAGBIH_clean-(id_8231).npz
4116,[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-].[Zn],4.4008,MAGBON_clean,voxels_50/MAGBON_clean-(id_14970).npz
4120,[O-]C(=O)c1cc(cc(c1)S(O)([O])[O])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)S([O])([O])O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,4.01215,PULMIU_clean,voxels_50/PULMIU_clean-(id_14851).npz
4121,[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-].[Zn],3.855223333,DUNXUH13_clean,voxels_50/DUNXUH13_clean-(id_7955).npz
4133,[O-]C(=O)c1cc(cc(c1)[C]1OO[C]1[O])c1ccc(cc1)C(=O)[O-].[Zn],3.05856,YIBMON_clean,voxels_50/YIBMON_clean-(id_15094).npz
4134,[O-]C(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.28236,AVESOL_clean,voxels_50/AVESOL_clean-(id_9144).npz
4135,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)P(=O)([O])[O])C(=O)[O-].[Zn],3.603615,VIYSON_clean,voxels_50/VIYSON_clean-(id_8276).npz
4139,[O-]C(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],5.24,ZELQAK_clean,voxels_50/ZELQAK_clean-(id_14477).npz
4140,[O-]C(=O)c1cc(cc(c1)n1cnnc1c1ccccn1)C(=O)[O-].[Zn],3.39459,TUMQOJ_clean,voxels_50/TUMQOJ_clean-(id_3829).npz
4141,[O-]C(=O)c1cc(cc(n1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],2.98,HENYUV_clean,voxels_50/HENYUV_clean-(id_10445).npz
4142,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[OH].[Zn],6.89,FAGREM_clean,voxels_50/FAGREM_clean-(id_4060).npz
4143,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[O].[Zn],6.61,LAGWUN_clean,voxels_50/LAGWUN_clean-(id_4700).npz
4144,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)[C]1N[N]C(=N1)c1ccncc1,4.25399,DOHNUL_clean,voxels_50/DOHNUL_clean-(id_14308).npz
4145,[O-]C(=O)c1cc(ccc1C(=O)[O-])C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,3.5,GULPIN_clean,voxels_50/GULPIN_clean-(id_5214).npz
4146,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Zn],3.98181,YARKOT_clean,voxels_50/YARKOT_clean-(id_7463).npz
4147,[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,3.71,YARKAF_clean,voxels_50/YARKAF_clean-(id_11902).npz
4149,[O-]C(=O)c1cc(ccc1Oc1ccccc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,4.0721,CUCTAX_clean,voxels_50/CUCTAX_clean-(id_1402).npz
4150,[O-]C(=O)c1cc(ccc1c1ccc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],3.8,XUYXAR_clean,voxels_50/XUYXAR_clean-(id_3646).npz
4151,[O-]C(=O)c1cc2C#Cc3cccc(c3)C#Cc3cc(cc(c3)C#Cc3cccc(C#Cc4cc(C#Cc5cc(C#Cc(c1)c2)ccc5)cc(c4)C(=O)[O-])c3)C(=O)[O-].[Zn],19.2468,RUBDUP_clean,voxels_50/RUBDUP_clean-(id_9431).npz
4152,[O-]C(=O)c1cc2N3OON(OO3)c3cc(cc(c3-c3c4-n5on(-c(c1)c2-c1c(cc(cc1N(=O)=O)C(=O)[O-])N1OON(OO1)c3cc(c4)C(=O)[O-])oo5)N(=O)=O)C(=O)[O-].[Zn],4.03563,PIDNOH_clean,voxels_50/PIDNOH_clean-(id_13914).npz
4153,[O-]C(=O)c1cc2c(c(c1)S([O])([O])[O])cc(cc2S([O])([O])[O])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,7.67137,MUVLUM_clean,voxels_50/MUVLUM_clean-(id_1724).npz
4154,[O-]C(=O)c1cc2cc3cc(C(=O)[O-])c(cc3cc2cc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)[N][N]c1ccncc1,4.54,QUDJOP_clean,voxels_50/QUDJOP_clean-(id_13113).npz
4155,[O-]C(=O)c1cc2cc3cc(C(=O)[O-])c(cc3cc2cc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,4.48,QUDJIJ_clean,voxels_50/QUDJIJ_clean-(id_5444).npz
4156,[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-].[Zn],3.53662,YARBIE_clean,voxels_50/YARBIE_clean-(id_10658).npz
4157,[O-]C(=O)c1ccc(c(c1)C(=O)[O-])[O].[O-]C=O.[Zn],4.73,DUBWON_clean,voxels_50/DUBWON_clean-(id_13114).npz
4158,[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].[Zn].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,3.58,ACOLIP_clean,voxels_50/ACOLIP_clean-(id_12091).npz
4159,[O-]C(=O)c1ccc(c(c1)S([O])([O])[O])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,2.83,VIGRIO_clean,voxels_50/VIGRIO_clean-(id_10814).npz
4160,[O-]C(=O)c1ccc(c(c1)c1cccnc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,2.42783,GEVYEN_clean,voxels_50/GEVYEN_clean-(id_3381).npz
4161,[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn],3.05,HEBTEP_clean,voxels_50/HEBTEP_clean-(id_2653).npz
4162,[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)n1cncc1,3.95,YARSAN_clean,voxels_50/YARSAN_clean-(id_8978).npz
4163,[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,2.987635,VIYZIO_clean,voxels_50/VIYZIO_clean-(id_13472).npz
4165,[O-]C(=O)c1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)C(=O)[O-])cc(c1)C#Cc1ccc(cc1)C(=O)[O-].[Zn],13.28,ZARLEL_clean,voxels_50/ZARLEL_clean-(id_9697).npz
4166,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,4.1,AFITEP_clean,voxels_50/AFITEP_clean-(id_8535).npz
4167,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],4.59261,GOSDID_clean,voxels_50/GOSDID_clean-(id_2702).npz
4168,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C=O.[Zn],5.24744,KOZNIY_clean,voxels_50/KOZNIY_clean-(id_5905).npz
4179,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH].[Zn],4.675,REDROI_clean,voxels_50/REDROI_clean-(id_3635).npz
4182,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]P(=O)(O)[O].[O]P(=O)([O])O.[Zn],4.17738,ESIGES01_clean,voxels_50/ESIGES01_clean-(id_10219).npz
4184,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]P(=O)(O)[O].[Zn],4.286785,ESIGES02_clean,voxels_50/ESIGES02_clean-(id_2129).npz
4204,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Sr].[Zn],3.01,GAXWAF_clean,voxels_50/GAXWAF_clean-(id_12350).npz
4205,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn],4.915714286,GATBUZ_charged,voxels_50/GATBUZ_charged-(id_6392).npz
4212,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,3.48,YARDEC_clean,voxels_50/YARDEC_clean-(id_13810).npz
4213,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,4.684935,MUJPUE_clean,voxels_50/MUJPUE_clean-(id_2228).npz
4215,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)Oc1ccc(cc1)n1cncc1,2.83,OKIQAB_clean,voxels_50/OKIQAB_clean-(id_1602).npz
4216,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C1=CC=C2N([CH]1)CC([N]2)c1ccc(cc1)c1ccncc1.n1ccc(cc1)C1=CN2C(=NC(C2)c2ccc(cc2)c2ccncc2)C=C1,4.59021,acs.inorgchem.6b00894_ic6b00894_si_002_clean,voxels_50/acs.inorgchem.6b00894_ic6b00894_si_002_clean-(id_1119).npz
4217,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,2.51827,SUJRIZ_clean,voxels_50/SUJRIZ_clean-(id_4797).npz
4218,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccc(cc1)C=Cc1ccncc1,5.31262,AKEDIF_clean,voxels_50/AKEDIF_clean-(id_5381).npz
4219,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,3.15,OYEBIE_clean,voxels_50/OYEBIE_clean-(id_12689).npz
4220,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)NNc1ccncc1,3.89,IXUQUO_clean,voxels_50/IXUQUO_clean-(id_9871).npz
4221,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,3.72,YUZXAT_clean,voxels_50/YUZXAT_clean-(id_8777).npz
4223,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ncn(c1)c1ccc(cc1)n1cnnc1,2.68796,FOJVUX_clean,voxels_50/FOJVUX_clean-(id_7629).npz
4224,[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn],4.989965,PUQYAC_clean,voxels_50/PUQYAC_clean-(id_8536).npz
4228,[O-]C(=O)c1ccc(cc1)C1=C(SC(=C2SC(=C(S2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])S1)c1ccc(cc1)C(=O)[O-].[Zn],4.64,PEGCIP_clean,voxels_50/PEGCIP_clean-(id_6172).npz
4229,[O-]C(=O)c1ccc(cc1)C1=NN=N[N]1.[Zn],3.46,WENDIE_clean,voxels_50/WENDIE_clean-(id_8028).npz
4231,[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn],6.25675,MAVNUU_manual,voxels_50/MAVNUU_manual-(id_9187).npz
4232,[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,3.98,PORVUO_clean,voxels_50/PORVUO_clean-(id_11084).npz
4233,[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1.[Zn],3.254962,UVAROZ_clean,voxels_50/UVAROZ_clean-(id_2305).npz
4238,[O-]C(=O)c1ccc(cc1)CN(Cc1ccc(cc1)C(=O)[O-])CCN(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-].[Zn],4.62926,RUNXUV_clean,voxels_50/RUNXUV_clean-(id_9690).npz
4239,[O-]C(=O)c1ccc(cc1)CN1CCN(CCN(CC1)Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-].[Zn],3.5738,jp209895d_si_002_clean,voxels_50/jp209895d_si_002_clean-(id_3671).npz
4241,[O-]C(=O)c1ccc(cc1)CP(=O)([O])[O].[Zn],2.58,EVUBAY_clean,voxels_50/EVUBAY_clean-(id_11464).npz
4242,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],3.891013333,KUKHAB_clean,voxels_50/KUKHAB_clean-(id_8045).npz
4245,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)[N][N]c1ccncc1,3.87244,KUJTUG_clean,voxels_50/KUJTUG_clean-(id_6363).npz
4246,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccncc1.[Zn].c1ncn(c1)c1ccc(cc1)n1cncc1,3.73009,IQOJEF_clean,voxels_50/IQOJEF_clean-(id_15018).npz
4247,[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].[Zn],6.99538,PURJIW_clean,voxels_50/PURJIW_clean-(id_15006).npz
4249,[O-]C(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)[O-])c(c(c1C)COc1ccc(cc1)C(=O)O)C.[Zn],6.67302,FOJLOH_clean,voxels_50/FOJLOH_clean-(id_4568).npz
4250,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[O]OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.90662,LAGVEX_clean,voxels_50/LAGVEX_clean-(id_1512).npz
4251,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccc(cc1)C=Cc1ccncc1,6.73421,ZETLER_clean,voxels_50/ZETLER_clean-(id_2301).npz
4252,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Nc1ccc(cc1)N=Cc1ccncc1,6.66056,COQGAS_clean,voxels_50/COQGAS_clean-(id_7297).npz
4253,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,3.51,LEDLAJ_clean,voxels_50/LEDLAJ_clean-(id_12891).npz
4254,[O-]C(=O)c1ccc(cc1)P(=O)([O])[O].[Zn],4.265196667,RAXCEA_charged,voxels_50/RAXCEA_charged-(id_14542).npz
4260,[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].[Zn],3.07741,HUNCUQ_clean,voxels_50/HUNCUQ_clean-(id_11959).npz
4262,[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)N1CCN(CC1)c1ccncc1,3.81172,UKAJOH_clean,voxels_50/UKAJOH_clean-(id_15229).npz
4263,[O-]C(=O)c1ccc(cc1)[N].[Zn],3.095,NHBZZN10_clean_h,voxels_50/NHBZZN10_clean_h-(id_9899).npz
4266,[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],4.53,ODODES_clean,voxels_50/ODODES_clean-(id_2989).npz
4267,[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],5.013333333,BOLPAU_clean,voxels_50/BOLPAU_clean-(id_595).npz
